problem_idx,generation_accuracy,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tp,selection_tn,selection_fp,selection_fn,feature_thresholds,insufficient_data
10,0.98,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.4719235450029373), 'gpm_scores': np.float64(0.44766467809677124), 'urm_scores': np.float64(0.5183485150337219), 'qrm_scores': np.float64(0.5770562291145325), 'offset_bias_scores': np.float64(0.5108032375574112), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.4650632068514824), 'grm_scores': np.float64(0.4258890300989151), 'grm_gemma_scores': np.float64(0.26717081665992737), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.3771190196275711), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
11,0.99,0,0.0,0.0,0.0,0,0,1,1,"{'grm_llama32_scores': np.float64(0.7483933568000793), 'grm_scores': np.float64(0.7268487811088562), 'qrm_scores': np.float64(0.779147133231163), 'grm_gemma_scores': np.float64(0.8333047032356262), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7273351550102234), 'offset_bias_scores': np.float64(0.811761200428009), 'urm_scores': np.float64(0.6618330478668213), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.6469846069812775), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5919947326183319), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
12,1.0,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6855976581573486), 'grm_scores': np.float64(0.35789965093135834), 'offset_bias_scores': np.float64(0.347892589867115), 'grm_gemma_scores': np.float64(0.5202710628509521), 'internlm_scores': np.float64(0.4731687307357788), 'urm_scores': np.float64(0.6112110018730164), 'skyworks_scores': np.float64(0.5895372033119202), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.6455203592777252), 'gpm_scores': np.float64(0.7254302501678467), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5)}",False
13,0.97,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5568986088037491), 'gpm_scores': np.float64(0.5163098871707916), 'offset_bias_scores': np.float64(0.682471513748169), 'urm_scores': np.float64(0.7385097146034241), 'qrm_scores': np.float64(0.674209326505661), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.6517509520053864), 'skyworks_scores': np.float64(0.663377195596695), 'grm_llama32_scores': np.float64(0.6604807823896408), 'grm_gemma_scores': np.float64(0.7027245610952377), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
14,0.98,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5960244536399841), 'grm_scores': np.float64(0.6325292736291885), 'offset_bias_scores': np.float64(0.6774438768625259), 'qrm_scores': np.float64(0.8264790177345276), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5703925490379333), 'grm_llama32_scores': np.float64(0.6930197179317474), 'judge_gpt-4o_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.6615584790706635), 'skyworks_scores': np.float64(0.7680817693471909), 'grm_gemma_scores': np.float64(0.7438936680555344), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
15,0.85,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.7185614109039307), 'grm_scores': np.float64(0.6160830855369568), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7674693018198013), 'gpm_scores': np.float64(0.4992702454328537), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.78089939057827), 'offset_bias_scores': np.float64(0.7751958072185516), 'urm_scores': np.float64(0.6659615188837051), 'skyworks_scores': np.float64(0.7474916279315948), 'grm_llama32_scores': np.float64(0.6373572647571564), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
16,0.97,0,0.0,0.0,0.0,0,0,1,1,"{'internlm_scores': np.float64(0.7478156089782715), 'gpm_scores': np.float64(0.643863171339035), 'offset_bias_scores': np.float64(0.8823136389255524), 'qrm_scores': np.float64(0.8315715789794922), 'grm_gemma_scores': np.float64(0.84394970536232), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.7866135239601135), 'judge_gpt-4o_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7661602795124054), 'grm_scores': np.float64(0.7378157377243042), 'skyworks_scores': np.float64(0.8510479032993317), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5)}",False
17,0.86,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.7202643156051636), 'grm_scores': np.float64(0.7235768288373947), 'offset_bias_scores': np.float64(0.864068478345871), 'qrm_scores': np.float64(0.8379515111446381), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.8113207519054413), 'gpm_scores': np.float64(0.6691823899745941), 'grm_gemma_scores': np.float64(0.8499640226364136), 'skyworks_scores': np.float64(0.852102130651474), 'urm_scores': np.float64(0.8333370387554169), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
18,0.99,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.4886559545993805), 'gpm_scores': np.float64(0.4235781952738762), 'urm_scores': np.float64(0.7673324644565582), 'qrm_scores': np.float64(0.824754536151886), 'offset_bias_scores': np.float64(0.5976207256317139), 'grm_scores': np.float64(0.5594927966594696), 'grm_gemma_scores': np.float64(0.7367825657129288), 'grm_llama32_scores': np.float64(0.7096605896949768), 'skyworks_scores': np.float64(0.7979515790939331), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5)}",False
19,0.89,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.6996619999408722), 'offset_bias_scores': np.float64(0.7866677641868591), 'qrm_scores': np.float64(0.7910571694374084), 'urm_scores': np.float64(0.7627546340227127), 'grm_llama32_scores': np.float64(0.6632059514522552), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.5894469022750854), 'grm_scores': np.float64(0.701909214258194), 'skyworks_scores': np.float64(0.7511363625526428), 'judge_gpt-4o_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7966894507408142), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
20,0.78,0,0.0,0.0,0.0,0,0,1,1,"{'qrm_scores': np.float64(0.6823275536298752), 'grm_scores': np.float64(0.620562955737114), 'offset_bias_scores': np.float64(0.7551252841949463), 'internlm_scores': np.float64(0.6327724456787109), 'urm_scores': np.float64(0.5643136352300644), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6830806881189346), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.7221629619598389), 'grm_gemma_scores': np.float64(0.7081017643213272), 'grm_llama32_scores': np.float64(0.5602059066295624), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
21,0.81,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.5839850008487701), 'gpm_scores': np.float64(0.5845766365528107), 'offset_bias_scores': np.float64(0.7380066215991974), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'skyworks_scores': np.float64(0.6695945858955383), 'grm_llama32_scores': np.float64(0.5876920968294144), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7380406707525253), 'urm_scores': np.float64(0.6339389681816101), 'grm_gemma_scores': np.float64(0.69777612388134), 'grm_scores': np.float64(0.6373299360275269), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
22,1.0,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.6254306435585022), 'grm_scores': np.float64(0.4506824165582657), 'urm_scores': np.float64(0.6880408525466919), 'offset_bias_scores': np.float64(0.5190747380256653), 'skyworks_scores': np.float64(0.649152547121048), 'internlm_scores': np.float64(0.7839463651180267), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.24349721893668175), 'grm_llama32_scores': np.float64(0.5719210803508759), 'gpm_scores': np.float64(0.2560313642024994)}",False
23,0.89,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.531046599149704), 'gpm_scores': np.float64(0.43385906517505646), 'offset_bias_scores': np.float64(0.7459865212440491), 'internlm_scores': np.float64(0.47109800577163696), 'grm_gemma_scores': np.float64(0.5995902717113495), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'qrm_scores': np.float64(0.7557790577411652), 'urm_scores': np.float64(0.6697574555873871), 'grm_scores': np.float64(0.6279817074537277), 'skyworks_scores': np.float64(0.6924861073493958), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5)}",False
24,1.0,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.45731209218502045), 'grm_scores': np.float64(0.5611063241958618), 'offset_bias_scores': np.float64(0.7711432129144669), 'urm_scores': np.float64(0.7891667783260345), 'qrm_scores': np.float64(0.7276125997304916), 'skyworks_scores': np.float64(0.7799625396728516), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'gpm_scores': np.float64(0.6919603794813156), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'grm_llama32_scores': np.float64(0.8299796283245087), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_gemma_scores': np.float64(0.7760103046894073), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts': np.float64(0.5)}",False
25,0.77,1,1.0,1.0,1.0,1,0,0,0,"{'qrm_scores': np.float64(0.8705845177173615), 'internlm_scores': np.float64(0.7198478877544403), 'skyworks_scores': np.float64(0.84375), 'grm_gemma_scores': np.float64(0.7451733350753784), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.8590404391288757), 'grm_scores': np.float64(0.5460654944181442), 'offset_bias_scores': np.float64(0.8145136684179306), 'grm_llama32_scores': np.float64(0.6879175007343292), 'gpm_scores': np.float64(0.7084765136241913), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'judge_llama-3.1-nemotron-70b-instruct-hf_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5)}",False
26,0.91,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.5438231527805328), 'gpm_scores': np.float64(0.509632870554924), 'offset_bias_scores': np.float64(0.6236547231674194), 'qrm_scores': np.float64(0.7127192616462708), 'grm_gemma_scores': np.float64(0.5082929134368896), 'urm_scores': np.float64(0.7433052659034729), 'grm_scores': np.float64(0.4324332922697067), 'skyworks_scores': np.float64(0.6741154491901398), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'internlm_scores': np.float64(0.790101945400238), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
27,0.84,1,1.0,1.0,1.0,1,0,0,0,"{'internlm_scores': np.float64(0.521056666970253), 'offset_bias_scores': np.float64(0.7726024985313416), 'grm_gemma_scores': np.float64(0.8044302463531494), 'gpm_scores': np.float64(0.5488250106573105), 'grm_llama32_scores': np.float64(0.7908087074756622), 'urm_scores': np.float64(0.7876802980899811), 'grm_scores': np.float64(0.6447880566120148), 'qrm_scores': np.float64(0.8140376955270767), 'skyworks_scores': np.float64(0.8545150458812714), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5)}",False
28,0.81,1,1.0,1.0,1.0,1,0,0,0,"{'grm_llama32_scores': np.float64(0.6379356682300568), 'internlm_scores': np.float64(0.6292593777179718), 'offset_bias_scores': np.float64(0.7095445692539215), 'judge_llama-3.3-70b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2.5-72b-instruct-turbo_verdicts': np.float64(0.5), 'grm_scores': np.float64(0.5485476106405258), 'judge_meta-llama-3.1-405b-instruct-turbo_verdicts': np.float64(0.5), 'judge_qwen2-72b-instruct_verdicts': np.float64(0.5), 'urm_scores': np.float64(0.7084115743637085), 'qrm_scores': np.float64(0.8044743984937668), 'skyworks_scores': np.float64(0.7242100387811661), 'gpm_scores': np.float64(0.6169980764389038), 'grm_gemma_scores': np.float64(0.6216935068368912), 'judge_gpt-4o_verdicts': np.float64(0.5), 'judge_claude-3-5-sonnet-latest_verdicts': np.float64(0.5), 'judge_gemma-2-27b-it_verdicts': np.float64(0.5)}",False
